Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr,Reynolds Number,Max Camber (%),Position (max camber %),Thickness (%)
-3,-0.0784,0.00715,0.00171,-0.057,0.9469,0.0498,1000000,2,40,8
-2.75,-0.0517,0.00686,0.00151,-0.0566,0.938,0.072,1000000,2,40,8
-2.5,-0.0252,0.00658,0.00137,-0.0563,0.9278,0.1135,1000000,2,40,8
-2.25,0.0015,0.00635,0.00125,-0.056,0.9175,0.1515,1000000,2,40,8
-2,0.0283,0.00615,0.00115,-0.0557,0.9063,0.1909,1000000,2,40,8
-1.75,0.0551,0.00597,0.00106,-0.0555,0.8938,0.2335,1000000,2,40,8
-1.25,0.1087,0.0056,0.00093,-0.055,0.8661,0.3386,1000000,2,40,8
-1,0.1353,0.00534,0.00088,-0.0548,0.8511,0.4206,1000000,2,40,8
-0.75,0.1615,0.00502,0.00085,-0.0545,0.8347,0.5331,1000000,2,40,8
-0.5,0.1875,0.00475,0.00084,-0.0541,0.8171,0.6366,1000000,2,40,8
-0.25,0.2123,0.00444,0.00085,-0.0534,0.7982,0.7563,1000000,2,40,8
0,0.2341,0.00419,0.00088,-0.0517,0.7707,0.8732,1000000,2,40,8
0.25,0.2592,0.00417,0.0009,-0.0505,0.7361,0.9644,1000000,2,40,8
0.5,0.2995,0.0043,0.0009,-0.0532,0.7022,0.9932,1000000,2,40,8
0.75,0.3336,0.00448,0.0009,-0.0546,0.6632,1,1000000,2,40,8
1,0.3593,0.00464,0.00092,-0.0541,0.6308,1,1000000,2,40,8
1.25,0.3851,0.00481,0.00095,-0.0537,0.5973,1,1000000,2,40,8
1.5,0.4108,0.00501,0.00099,-0.0532,0.5619,1,1000000,2,40,8
1.75,0.4368,0.00521,0.00105,-0.0529,0.5279,1,1000000,2,40,8
2,0.4629,0.00541,0.00112,-0.0525,0.4945,1,1000000,2,40,8
2.25,0.4888,0.00566,0.00119,-0.0522,0.4544,1,1000000,2,40,8
2.5,0.5148,0.00593,0.00129,-0.0518,0.4117,1,1000000,2,40,8
2.75,0.5404,0.00625,0.00141,-0.0515,0.3624,1,1000000,2,40,8
3,0.5646,0.0068,0.0016,-0.051,0.2804,1,1000000,2,40,8
3.25,0.5883,0.00746,0.00187,-0.0505,0.1907,1,1000000,2,40,8
3.5,0.6121,0.00813,0.00218,-0.0499,0.1091,1,1000000,2,40,8
3.75,0.637,0.00865,0.00246,-0.0495,0.0586,1,1000000,2,40,8
4,0.6631,0.00897,0.00268,-0.0492,0.0433,1,1000000,2,40,8
4.25,0.6898,0.00919,0.0029,-0.049,0.0394,1,1000000,2,40,8
4.5,0.7165,0.00942,0.00315,-0.0488,0.0374,1,1000000,2,40,8
4.75,0.7431,0.00965,0.00341,-0.0485,0.0365,1,1000000,2,40,8
5,0.7695,0.00992,0.00372,-0.0483,0.0349,1,1000000,2,40,8
5.25,0.7956,0.01023,0.00406,-0.048,0.0331,1,1000000,2,40,8
5.5,0.8213,0.01059,0.00445,-0.0476,0.0312,1,1000000,2,40,8
5.75,0.8465,0.01104,0.00494,-0.0472,0.0293,1,1000000,2,40,8
6,0.8697,0.01179,0.00581,-0.0464,0.0272,1,1000000,2,40,8
6.25,0.8961,0.01199,0.00603,-0.0462,0.0266,1,1000000,2,40,8
6.5,0.9227,0.01216,0.00621,-0.0461,0.0258,1,1000000,2,40,8
6.75,0.9491,0.01235,0.00641,-0.0459,0.0243,1,1000000,2,40,8
7.25,1.0008,0.01286,0.00693,-0.0454,0.0201,1,1000000,2,40,8
7.5,1.0235,0.01358,0.00772,-0.0447,0.0176,1,1000000,2,40,8
7.75,1.0508,0.0136,0.00773,-0.0446,0.0162,1,1000000,2,40,8
8,1.0773,0.01372,0.00781,-0.0445,0.0143,1,1000000,2,40,8
8.25,1.0995,0.01449,0.0086,-0.0437,0.0118,1,1000000,2,40,8
8.5,1.1243,0.01484,0.00898,-0.0433,0.0111,1,1000000,2,40,8
8.75,1.1483,0.01527,0.00947,-0.0428,0.0102,1,1000000,2,40,8
9,1.1718,0.01576,0.00997,-0.0422,0.0094,1,1000000,2,40,8
9.25,1.1912,0.01681,0.01111,-0.041,0.0083,1,1000000,2,40,8
9.5,1.2107,0.0178,0.01222,-0.0398,0.0079,1,1000000,2,40,8
9.75,1.2331,0.01836,0.01286,-0.0391,0.0075,1,1000000,2,40,8
10,1.2545,0.01902,0.01359,-0.0383,0.0071,1,1000000,2,40,8
10.25,1.2753,0.01972,0.01436,-0.0374,0.0067,1,1000000,2,40,8
10.5,1.2952,0.0205,0.0152,-0.0364,0.0064,1,1000000,2,40,8
10.75,1.3133,0.02144,0.01625,-0.0353,0.006,1,1000000,2,40,8
11,1.3251,0.02309,0.01807,-0.0332,0.0057,1,1000000,2,40,8
11.25,1.3301,0.02552,0.02077,-0.0304,0.0054,1,1000000,2,40,8
11.5,1.3452,0.02657,0.02194,-0.0289,0.0053,1,1000000,2,40,8
11.75,1.3576,0.02781,0.02332,-0.0272,0.0052,1,1000000,2,40,8
12,1.3658,0.02918,0.02485,-0.0248,0.0051,1,1000000,2,40,8
12.25,1.3699,0.0307,0.02651,-0.0221,0.005,1,1000000,2,40,8
12.5,1.3719,0.03238,0.02836,-0.0194,0.0049,1,1000000,2,40,8
12.75,1.3714,0.03437,0.03051,-0.017,0.0048,1,1000000,2,40,8
13,1.3699,0.03655,0.03285,-0.015,0.0047,1,1000000,2,40,8
13.25,1.3655,0.03921,0.03568,-0.0135,0.0047,1,1000000,2,40,8
13.5,1.3592,0.04231,0.03896,-0.0126,0.0046,1,1000000,2,40,8
13.75,1.3513,0.04592,0.04275,-0.0126,0.0046,1,1000000,2,40,8
14,1.3399,0.05038,0.0474,-0.0134,0.0045,1,1000000,2,40,8
14.25,1.3277,0.05541,0.05261,-0.0152,0.0045,1,1000000,2,40,8
14.5,1.3111,0.06165,0.05903,-0.0182,0.0045,1,1000000,2,40,8
14.75,1.2908,0.06902,0.06658,-0.0222,0.0045,1,1000000,2,40,8
15,1.2658,0.0778,0.07554,-0.0273,0.0045,1,1000000,2,40,8
15.25,1.2337,0.08851,0.08643,-0.0335,0.0046,1,1000000,2,40,8
15.5,1.1937,0.10179,0.09991,-0.0411,0.0047,1,1000000,2,40,8
15.75,1.148,0.11729,0.11558,-0.0495,0.0049,1,1000000,2,40,8
